"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name","symbol","gene_biotype"
5397.33558773763,1.2014203921237,0.0803728193927227,14.94809316385,1.60273023456364e-50,5.66675129208855e-48,"ENSG00000102804","TSC22D1","TSC22D1","protein_coding"
799.560819258847,-2.50718416647029,0.169147842100323,-14.8224425173764,1.04899629597174e-49,3.63759638633893e-47,"ENSG00000138316","ADAMTS14","ADAMTS14","protein_coding"
3055.98067746606,1.53911957758764,0.10409077976728,14.7863199894238,1.79503350947197e-49,6.10717815901859e-47,"ENSG00000133142","TCEAL4","TCEAL4","protein_coding"
740.403133853245,-2.1248946485036,0.145291887946042,-14.6250054186972,1.94555394558146e-48,6.49670902717129e-46,"ENSG00000131389","SLC6A6","SLC6A6","protein_coding"
159.530276360668,4.83499938097508,0.330634628147938,14.6233908047034,1.99225781150332e-48,6.53170779218688e-46,"ENSG00000168309","FAM107A","FAM107A","protein_coding"
3082.088884672,2.63129831703913,0.180110527605071,14.6093532234207,2.44831173249901e-48,7.88356377864681e-46,"ENSG00000103196","CRISPLD2","CRISPLD2","protein_coding"
197.042690626187,2.53000752187398,0.173550820463179,14.5779058555978,3.88244468188471e-48,1.22821478076746e-45,"ENSG00000124440","HIF3A","HIF3A","protein_coding"
1597.85828741008,1.91301788356069,0.131386988144149,14.5601776141018,5.03268760700025e-48,1.56464522292118e-45,"ENSG00000152268","SPON1","SPON1","processed_transcript"
1357.57299789907,1.50566234203486,0.103586113119933,14.5353686578777,7.23231240976301e-48,2.2103908029296e-45,"ENSG00000163171","CDC42EP3","CDC42EP3","protein_coding"
370.827770473622,-2.19721321674331,0.151833914461046,-14.4711622863878,1.84330782278452e-47,5.44893879679517e-45,"ENSG00000103742","IGDCC4","IGDCC4","protein_coding"
627.528067458797,2.32689731907444,0.160786131315981,14.4720026536466,1.82092154240622e-47,5.44893879679517e-45,"ENSG00000141401","IMPA2","IMPA2","protein_coding"
2754.94303068407,-1.83354930055842,0.127751440475179,-14.3524745688849,1.02802600055219e-46,2.98989755515437e-44,"ENSG00000112837","TBX18","TBX18","protein_coding"
1920.71084944799,1.56742395092803,0.109745799380473,14.2823138541641,2.82077812185831e-46,8.07369382434113e-44,"ENSG00000164647","STEAP1","STEAP1","protein_coding"
1247.23914866505,1.38114294779029,0.0973000386836409,14.1946803565095,9.88360687602441e-46,2.78470623731988e-43,"ENSG00000068383","INPP5A","INPP5A","protein_coding"
1631.8741313659,1.54727945997217,0.109750265703359,14.098184182572,3.89667546227557e-45,1.08099772208851e-42,"ENSG00000156675","RAB11FIP1","RAB11FIP1","protein_coding"
435.706358063201,-2.55243676364813,0.182552403580059,-13.981940054428,2.00934939763515e-44,5.48978611184199e-42,"ENSG00000136999","NOV","NOV","protein_coding"
229.638049919376,-2.22911280249546,0.160690033517009,-13.8721285552504,9.34615502636667e-44,2.47838040346241e-41,"ENSG00000196517","SLC6A9","SLC6A9","protein_coding"
12754.9344048327,1.36625068710957,0.0984866536304566,13.8724450140832,9.30500514254038e-44,2.47838040346241e-41,"ENSG00000206538","VGLL3","VGLL3","protein_coding"
4615.70080486906,-1.15108763737766,0.0832672748614092,-13.8240099642211,1.82607516529704e-43,4.77214309864293e-41,"ENSG00000227051","C14orf132","C14orf132","protein_coding"
2906.30973919635,-1.80753293401458,0.131194267635117,-13.7775298158741,3.47976320438397e-43,8.9638700144931e-41,"ENSG00000134363","FST","FST","protein_coding"
385.071327676389,7.35265852969059,0.536392626289791,13.7076055287126,9.14254824786088e-43,2.3219497183863e-40,"ENSG00000109906","ZBTB16","ZBTB16","protein_coding"
2027.18420510953,1.92644811562398,0.140613308949844,13.7003255951478,1.01070057602097e-42,2.53124344261251e-40,"ENSG00000149218","ENDOD1","ENDOD1","protein_coding"
8020.4921552315,-1.0079528266691,0.073693776998524,-13.6775840202802,1.38208904245739e-42,3.41394926213584e-40,"ENSG00000124762","CDKN1A","CDKN1A","protein_coding"
231.672665874094,2.89643839486035,0.211943250016499,13.6661035189131,1.61831703116561e-42,3.94344496026733e-40,"ENSG00000167641","PPP1R14A","PPP1R14A","protein_coding"
3885.65647195502,2.24939427480604,0.16484580723158,13.6454442644455,2.14899845648232e-42,5.16676535563857e-40,"ENSG00000185432","METTL7A","METTL7A","protein_coding"
1805.28792859584,1.26187534834034,0.0927919871809005,13.5989689053676,4.06118483279423e-42,9.63569538222969e-40,"ENSG00000163378","EOGT","EOGT","protein_coding"
386.412442581616,-2.37421103682789,0.174904442863386,-13.5743323494781,5.68594418527706e-42,1.33154474738852e-39,"ENSG00000126016","AMOT","AMOT","protein_coding"
677.207250627007,-1.86373727231725,0.137336174849921,-13.5706216832814,5.98125632855781e-42,1.38274377072506e-39,"ENSG00000106484","MEST","MEST","protein_coding"
4908.81788741262,1.18510396012486,0.0876637476369117,13.5187462556741,1.21224147836292e-41,2.76697953643547e-39,"ENSG00000196975","ANXA4","ANXA4","protein_coding"
678.867910303335,2.22787306603078,0.164920453732677,13.5087735669342,1.38814694559374e-41,3.12888321536829e-39,"ENSG00000150907","FOXO1","FOXO1","protein_coding"
1460.17591174986,1.60252461676214,0.118678050106263,13.5031256018047,1.49879968326002e-41,3.33658714673391e-39,"ENSG00000151726","ACSL1","ACSL1","protein_coding"
451.001146431513,-1.8684859491082,0.138385231688542,-13.5020617901881,1.52060265052612e-41,3.34384231637646e-39,"ENSG00000130513","GDF15","GDF15","protein_coding"
1963.57514702786,1.49986152030037,0.111593931933547,13.4403501544648,3.50772876842595e-41,7.62064640388635e-39,"ENSG00000221869","CEBPD","CEBPD","protein_coding"
554.197192328851,2.22519867849677,0.166679340120807,13.3501769138513,1.18167947150462e-40,2.53667193216326e-38,"ENSG00000169715","MT1E","MT1E","protein_coding"
8442.04514236764,2.14752835959402,0.161968656701514,13.2589131954809,4.00660068706152e-40,8.49964983401098e-38,"ENSG00000145390","USP53","USP53","protein_coding"
12593.314252767,1.16478239516341,0.0878885841891328,13.2529429835489,4.33850260782927e-40,9.09673011911366e-38,"ENSG00000147027","TMEM47","TMEM47","protein_coding"
1974.87889005049,2.12426467798548,0.160407233132977,13.2429481918965,4.95643038957759e-40,1.02729141132027e-37,"ENSG00000185950","IRS2","IRS2","protein_coding"
244.49400651336,-2.88282474109633,0.217892846280792,-13.230469886016,5.85203664401602e-40,1.19913550869201e-37,"ENSG00000013293","SLC7A14","SLC7A14","protein_coding"
1017.17356476016,1.42845384290878,0.108927740395827,13.1137746704191,2.74584350314879e-39,5.56326405042461e-37,"ENSG00000131831","RAI2","RAI2","protein_coding"
655.448854141464,1.95433538376633,0.150003799425027,13.0285725512114,8.41675355056958e-39,1.68634333359856e-36,"ENSG00000137672","TRPC6","TRPC6","protein_coding"
1942.42555424956,1.68146886185904,0.129271253569186,13.0072913771129,1.11214655904266e-38,2.20376118161068e-36,"ENSG00000146122","DAAM2","DAAM2","protein_coding"
3104.99903050483,1.20333778253202,0.0929075758202395,12.951987735212,2.28948061273591e-38,4.48738200096239e-36,"ENSG00000020577","SAMD4A","SAMD4A","protein_coding"
1683.27622905212,2.08295472268104,0.160856185128356,12.9491739532361,2.37495822996956e-38,4.60486524761409e-36,"ENSG00000119138","KLF9","KLF9","protein_coding"
1314.18347975196,1.60548666998469,0.124182756300358,12.9284187097727,3.11152578622584e-38,5.9688332954494e-36,"ENSG00000163110","PDLIM5","PDLIM5","protein_coding"
6850.21318844962,-1.17880299898245,0.091444729591114,-12.8908795974722,5.06626532873946e-38,9.61630488503473e-36,"ENSG00000138735","PDE5A","PDE5A","protein_coding"
3659.86212780504,1.60529985112348,0.125089712794045,12.8331883994853,1.06873715083657e-37,2.00744461498803e-35,"ENSG00000071282","LMCD1","LMCD1","protein_coding"
4767.10469108964,-1.32373486159028,0.103666474134942,-12.7691702899742,2.43738740679246e-37,4.53102780611151e-35,"ENSG00000101825","MXRA5","MXRA5","protein_coding"
25853.4050719681,-1.00143162319795,0.0788512843070454,-12.7002576051696,5.89353924810361e-37,1.08441122165106e-34,"ENSG00000162407","PPAP2B","PPAP2B","protein_coding"
2162.53381587847,2.05124374572678,0.161861654485737,12.6728208249443,8.3651234346072e-37,1.52363541184684e-34,"ENSG00000246430","LINC00968","LINC00968","lincRNA"
13216.63240217,1.45841245433211,0.115220342783418,12.6575951702688,1.01563060237526e-36,1.83138510220307e-34,"ENSG00000163513","TGFBR2","TGFBR2","protein_coding"
4934.7292907592,1.16354230317641,0.0922168280900642,12.6174617721619,1.69186897313085e-36,3.02057240826688e-34,"ENSG00000163431","LMOD1","LMOD1","protein_coding"
1090.45643883243,2.39614369296341,0.190339794077811,12.5887689674807,2.43440260113369e-36,4.30364193172967e-34,"ENSG00000046653","GPM6B","GPM6B","protein_coding"
506.243741997388,2.38094332678334,0.189623739200987,12.556145853973,3.67817631769893e-36,6.43930828745117e-34,"ENSG00000099998","GGT5","GGT5","protein_coding"
1018.35402511812,1.61673119670974,0.128806136153204,12.5516628709891,3.8924886449446e-36,6.74897646592702e-34,"ENSG00000106617","PRKAG2","PRKAG2","protein_coding"
1115.79483186228,-1.72108898429545,0.13739482244779,-12.5265927320475,5.34083003235111e-36,9.1719854422243e-34,"ENSG00000137809","ITGA11","ITGA11","protein_coding"
1919.14220160302,2.2141063700463,0.180440513486821,12.2705612351741,1.30346688185415e-34,2.21736932203718e-32,"ENSG00000115457","IGFBP2","IGFBP2","protein_coding"
834.069633966776,1.24280152914045,0.102308097361446,12.1476360248372,5.90483319739168e-34,9.9510235715296e-32,"ENSG00000160200","CBS","CBS","protein_coding"
243.273277090711,-3.0595868615786,0.252089843284569,-12.1368906486439,6.73365258878413e-34,1.12427058778662e-31,"ENSG00000214814","FER1L6","FER1L6","protein_coding"
373.512381807902,1.91920235452631,0.158719515133098,12.0917856441089,1.16721911789168e-33,1.93094450769016e-31,"ENSG00000162772","ATF3","ATF3","protein_coding"
1415.67710071441,1.03826479474374,0.085980855516526,12.0755345885595,1.42236842560741e-33,2.33164976823208e-31,"ENSG00000128923","FAM63B","FAM63B","protein_coding"
3234.84552730351,1.13102954742889,0.0936884661065645,12.0722389257864,1.48050638616326e-33,2.40508929326991e-31,"ENSG00000174306","ZHX3","ZHX3","protein_coding"
216.674369404588,2.07787320051091,0.172230243567859,12.064508285342,1.6263081391725e-33,2.61835610406772e-31,"ENSG00000119508","NR4A3","NR4A3","protein_coding"
5040.48334406563,1.02810240111312,0.085407008823096,12.0376818633543,2.25195036418191e-33,3.59355477583436e-31,"ENSG00000123562","MORF4L2","MORF4L2","protein_coding"
15848.9705816333,0.916740254773895,0.0764054930273966,11.9983553334991,3.62426720404761e-33,5.7327005459111e-31,"ENSG00000125868","DSTN","DSTN","protein_coding"
152.370841552781,-2.78280737500398,0.232012093604468,-11.9942341443118,3.80924131540835e-33,5.9728903825603e-31,"ENSG00000145777","TSLP","TSLP","protein_coding"
992.657155958414,1.25342675759402,0.10458651344733,11.9845926236488,4.27942890615636e-33,6.65229845136306e-31,"ENSG00000173918","C1QTNF1","C1QTNF1","protein_coding"
5596.3514152391,1.12469293368261,0.0939422969276383,11.9721677078956,4.9712595137255e-33,7.66168816679472e-31,"ENSG00000164125","FAM198B","FAM198B","protein_coding"
1010.29282888401,1.34637083674884,0.112675411085844,11.9491096040739,6.5624542483535e-33,1.0028319915789e-30,"ENSG00000114098","ARMC8","ARMC8","protein_coding"
4057.99873271313,1.01827611276366,0.0854345005561749,11.9187928311715,9.4467374948016e-33,1.43145857568288e-30,"ENSG00000109861","CTSC","CTSC","protein_coding"
1570.63392682279,1.20032132095713,0.10112362042634,11.8698412487265,1.69789511350644e-32,2.55137039056234e-30,"ENSG00000077684","JADE1","JADE1","protein_coding"
1546.90777793248,1.2334082093469,0.104083113180164,11.8502240340555,2.1461627049114e-32,3.19831453677376e-30,"ENSG00000114270","COL7A1","COL7A1","protein_coding"
1975.85342956826,-0.99201715850477,0.0837194349573606,-11.849305469035,2.16981669001906e-32,3.20706020937899e-30,"ENSG00000139289","PHLDA1","PHLDA1","protein_coding"
865.199817057682,-1.21212857415628,0.102565869606848,-11.8180499887787,3.14909390004494e-32,4.61662286224475e-30,"ENSG00000103485","QPRT","QPRT","protein_coding"
15701.2188784373,1.91934835764841,0.163686931096325,11.7257275507165,9.40891440250933e-32,1.36499656067398e-29,"ENSG00000138829","FBN2","FBN2","protein_coding"
7510.49639231427,1.54985343192055,0.132180862725573,11.7252482693979,9.46232087867385e-32,1.36499656067398e-29,"ENSG00000164442","CITED2","CITED2","protein_coding"
995.252222053197,1.57645796895903,0.134640528912071,11.7086436134588,1.15106277745413e-31,1.64729873040102e-29,"ENSG00000110756","HPS5","HPS5","protein_coding"
5654.02187573995,-1.19166704126279,0.101807724447058,-11.705074911899,1.20053165064185e-31,1.70456588380896e-29,"ENSG00000155130","MARCKS","MARCKS","protein_coding"
1303.26322729511,-1.34801502725902,0.115586899064572,-11.6623513405785,1.98484221413155e-31,2.79614646915782e-29,"ENSG00000144369","FAM171B","FAM171B","protein_coding"
1492.11031525408,-1.63664566330186,0.140524633647124,-11.6466815875976,2.38568962212588e-31,3.33478722993596e-29,"ENSG00000143320","CRABP2","CRABP2","protein_coding"
630.869571252005,-1.27267144048787,0.110017832483204,-11.5678650611678,5.9956022444641e-31,8.31636151324436e-29,"ENSG00000181467","RAP2B","RAP2B","protein_coding"
988.841982921031,1.05502295084419,0.0921061759039085,11.454421383696,2.23450411198545e-30,3.07576932422303e-28,"ENSG00000196507","TCEAL3","TCEAL3","protein_coding"
3716.56541790484,1.18342034209582,0.103673178891911,11.4149132373923,3.52255305301253e-30,4.81202095847894e-28,"ENSG00000008256","CYTH3","CYTH3","protein_coding"
2250.58089102087,-1.0157097395018,0.0896089278347839,-11.3349167772045,8.81158177017867e-30,1.19466498105159e-27,"ENSG00000116584","ARHGEF2","ARHGEF2","protein_coding"
9199.60485668938,1.11110678381396,0.0987360672243695,11.2533020105922,2.23081104165262e-29,3.00193915694627e-27,"ENSG00000140545","MFGE8","MFGE8","protein_coding"
153.233975152144,-2.5671967998755,0.229088860820618,-11.2061179695929,3.80518987915701e-29,5.08260621488587e-27,"ENSG00000154864","PIEZO2","PIEZO2","protein_coding"
115.085150181609,2.48852070439984,0.223007282115694,11.1589212728435,6.47727250093122e-29,8.58810130417587e-27,"ENSG00000177283","FZD8","FZD8","protein_coding"
669.394803070239,-2.04662866496081,0.184228038104461,-11.1092138092483,1.13151319517542e-28,1.48930262302213e-26,"ENSG00000146592","CREB5","CREB5","protein_coding"
2129.43309251556,1.08552346729647,0.0980161878256619,11.0749406947682,1.65990016017211e-28,2.16893620929156e-26,"ENSG00000072958","AP1M1","AP1M1","protein_coding"
344.05324780186,-1.77057798979355,0.160447605096138,-11.0352409980357,2.58357938078272e-28,3.35159017224993e-26,"ENSG00000133216","EPHB2","EPHB2","protein_coding"
1601.03584426828,-1.15645414959756,0.105131045838488,-11.0001202820165,3.81622540247861e-28,4.91529831839245e-26,"ENSG00000205978","NYNRIN","NYNRIN","protein_coding"
996.172029975073,1.4118218772547,0.128502739888397,10.9867064194962,4.42790572210024e-28,5.66269475041926e-26,"ENSG00000243244","STON1","STON1","protein_coding"
4991.23707113776,1.36871128935853,0.124830886121703,10.9645243407478,5.65973731668468e-28,7.1870692460886e-26,"ENSG00000136546","SCN7A","SCN7A","protein_coding"
2564.38437504937,4.04665580469634,0.369778407055363,10.9434616177858,7.14198282961365e-28,9.0058905163352e-26,"ENSG00000096060","FKBP5","FKBP5","protein_coding"
160.223339782888,-2.49613373469983,0.228847633451413,-10.90740462138,1.06246409058084e-27,1.33044114453845e-25,"ENSG00000163491","NEK10","NEK10","protein_coding"
1231.09188657928,-1.42678401438318,0.130894270330404,-10.9002786048746,1.14904912695782e-27,1.42894164533127e-25,"ENSG00000092621","PHGDH","PHGDH","protein_coding"
2283.82730989972,1.31570366035533,0.120956355174186,10.8775074981435,1.47542229557973e-27,1.82224759136258e-25,"ENSG00000187498","COL4A1","COL4A1","protein_coding"
26348.0835801087,-0.96827475896723,0.0893217802302073,-10.8402984856741,2.21746378376464e-27,2.72008890808462e-25,"ENSG00000166482","MFAP4","MFAP4","protein_coding"
77.6315991325697,3.38934492966102,0.312917944979301,10.8314175778101,2.44342940021905e-27,2.97702155032094e-25,"ENSG00000233117","LINC00702","LINC00702","lincRNA"
13780.6124837487,-0.955573126518458,0.0885150353050354,-10.7956023880623,3.61086793244407e-27,4.3698772186464e-25,"ENSG00000123243","ITIH5","ITIH5","protein_coding"
304.475082330564,1.81291268121071,0.16797172257393,10.7929635621423,3.71609297212724e-27,4.46723923155989e-25,"ENSG00000127083","OMD","OMD","protein_coding"
18353.5589923275,1.55342018026183,0.144063452497188,10.7828887433622,4.14655445881649e-27,4.95170000009132e-25,"ENSG00000165507","C10orf10","C10orf10","protein_coding"
2987.64727922828,-1.17306781791294,0.108876220128743,-10.7743253441919,4.55106199504171e-27,5.39899670359159e-25,"ENSG00000183160","TMEM119","TMEM119","protein_coding"
1701.23183704411,1.10018868114871,0.102754593674381,10.7069537410181,9.4417657227847e-27,1.1127707157729e-24,"ENSG00000177666","PNPLA2","PNPLA2","protein_coding"
849.097214895302,1.0571497568712,0.0988066747543899,10.6991735072456,1.02690045672938e-26,1.20240708024313e-24,"ENSG00000069431","ABCC9","ABCC9","protein_coding"
664.680645198945,1.21728047997957,0.113841125942375,10.692800777425,1.09998160188079e-26,1.27966891903963e-24,"ENSG00000102466","FGF14","FGF14","protein_coding"
11496.512180422,1.61544264468312,0.151546035201782,10.6597486534846,1.57021221359527e-26,1.81500427150961e-24,"ENSG00000131386","GALNT15","GALNT15","protein_coding"
568.7095119069,1.87564343690347,0.176019668958883,10.6558741304167,1.63699479111825e-26,1.88014586455059e-24,"ENSG00000180914","OXTR","OXTR","protein_coding"
3692.00032052386,1.08717451706404,0.102165083907613,10.641350992744,1.91334721503794e-26,2.1836377836433e-24,"ENSG00000162496","DHRS3","DHRS3","protein_coding"
751.373019489767,1.11486449160682,0.104798731576201,10.6381487145785,1.98024681688756e-26,2.24577425170544e-24,"ENSG00000177674","AGTRAP","AGTRAP","protein_coding"
848.584854270064,1.42729039928482,0.134825476339239,10.5862069843059,3.45301451786087e-26,3.8915473616292e-24,"ENSG00000099204","ABLIM1","ABLIM1","protein_coding"
93.2590639059887,-2.66905405645208,0.25264339768379,-10.5645114058856,4.35229169420014e-26,4.87456669750415e-24,"ENSG00000126878","AIF1L","AIF1L","protein_coding"
286.388753317735,5.2071945032434,0.493089502441162,10.5603434619149,4.54993962223477e-26,5.06447600420601e-24,"ENSG00000127954","STEAP4","STEAP4","protein_coding"
743.999682318538,1.10415043658274,0.104972346996552,10.5184886131869,7.10033820574102e-26,7.85480359054737e-24,"ENSG00000148120","C9orf3","C9orf3","protein_coding"
627.449398995589,2.09813133420348,0.19952200426709,10.5157891828052,7.30665025526856e-26,8.0337510611587e-24,"ENSG00000169738","DCXR","DCXR","protein_coding"
516.79715620943,-1.19801733239034,0.113937107927331,-10.5147247826795,7.38962389047816e-26,8.07573927230922e-24,"ENSG00000112773","FAM46A","FAM46A","protein_coding"
14120.9945935611,0.921971419617553,0.0876972816458782,10.5131128618157,7.51705997933075e-26,8.16551961128266e-24,"ENSG00000197043","ANXA6","ANXA6","protein_coding"
178.652501999173,-2.48121184028893,0.237143576476503,-10.4629097576876,1.27867467614155e-25,1.38066238084937e-23,"ENSG00000125848","FLRT3","FLRT3","protein_coding"
